Season,TeamID,adj_o,adj_d,luck,rank,adj_em
2011,1330,108.9,93.8,0.076,49,0.8483
2011,1388,117.0,100.8,-0.007,50,0.8467
2011,1417,106.9,92.2,0.029,51,0.8459
2011,1350,110.9,95.6,0.031,52,0.8455
2011,1208,108.2,93.5,0.023,53,0.8424
2011,1139,111.8,96.7,-0.005,54,0.8418
2011,1160,115.9,100.3,-0.015,55,0.8417
2011,1397,108.2,93.7,-0.044,56,0.8389
2011,1412,108.2,94.0,0.016,57,0.8344
2011,1182,105.6,92.0,-0.132,58,0.8304
2011,1371,102.6,89.5,-0.117,59,0.8274
2011,1371,102.6,89.5,-0.117,59,0.8274
2011,1371,102.6,89.5,-0.117,59,0.8274
2011,1371,102.6,89.5,-0.117,59,0.8274
2011,1233,113.9,99.6,-0.101,60,0.8234
2011,1130,117.7,103.0,0.037,61,0.8227
2011,1130,117.7,103.0,0.037,61,0.8227
2011,1130,117.7,103.0,0.037,61,0.8227
2011,1130,117.7,103.0,0.037,61,0.8227
2011,1278,109.1,95.7,-0.018,62,0.8183
2011,1274,111.6,97.9,-0.041,63,0.8182
2011,1274,111.6,97.9,-0.041,63,0.8182
2011,1274,111.6,97.9,-0.041,63,0.8182
2011,1274,111.6,97.9,-0.041,63,0.8182
2011,1455,109.9,96.4,-0.063,64,0.8181
2011,1321,114.5,100.8,0.026,65,0.8132
2011,1431,104.0,91.9,0.008,66,0.8057
2011,1431,104.0,91.9,0.008,66,0.8057
2011,1431,104.0,91.9,0.008,66,0.8057
2011,1431,104.0,91.9,0.008,66,0.8057
2011,1143,110.3,97.9,0.026,67,0.7971
2011,1324,116.0,103.3,0.037,68,0.7918
2011,1379,111.5,99.3,-0.024,69,0.7905
2011,1379,111.5,99.3,-0.024,69,0.7905
2011,1379,111.5,99.3,-0.024,69,0.7905
2011,1379,111.5,99.3,-0.024,69,0.7905
2011,1156,108.3,97.3,0.031,70,0.7738
2011,1279,112.5,101.1,-0.02,71,0.773
2011,1124,107.0,96.2,-0.045,72,0.7725
2011,1161,107.9,97.3,0.019,73,0.767
2011,1353,107.3,97.0,-0.052,74,0.762
2011,1329,105.0,94.9,0.051,75,0.7616
2011,1217,111.1,100.6,0.064,76,0.7575
2011,1235,106.6,96.8,-0.095,77,0.7515
2011,1231,108.6,98.9,-0.14,78,0.7458
2011,1283,110.7,101.0,0.031,79,0.7408
2011,1267,109.4,99.9,0.004,80,0.7405
2011,1158,111.0,101.4,-0.014,81,0.7383
2011,1158,111.0,101.4,-0.014,81,0.7383
2011,1158,111.0,101.4,-0.014,81,0.7383
2011,1158,111.0,101.4,-0.014,81,0.7383
2011,1129,106.3,97.3,-0.042,82,0.735
2011,1234,103.4,94.9,-0.118,83,0.7281
2011,1332,106.3,97.6,-0.018,84,0.7259
2011,1433,109.6,100.7,0.023,85,0.7259
2011,1433,109.6,100.7,0.023,85,0.7259
2011,1433,109.6,100.7,0.023,85,0.7259
2011,1433,109.6,100.7,0.023,85,0.7259
2011,1409,106.2,97.6,-0.004,86,0.7245
2011,1459,111.7,103.0,-0.015,87,0.717
2011,1253,106.1,98.0,0.078,88,0.7139
2011,1343,104.6,96.8,0.101,89,0.7112
2011,1210,100.8,93.6,-0.092,90,0.703
2011,1210,100.8,93.6,-0.092,90,0.703
2011,1210,100.8,93.6,-0.092,90,0.703
2011,1210,100.8,93.6,-0.092,90,0.703
2011,1193,96.9,90.0,0.049,91,0.7021
2011,1301,108.6,100.8,-0.02,92,0.7008
2011,1137,103.1,95.9,0.04,93,0.6974
2011,1287,104.7,97.6,-0.002,94,0.6924
2011,1344,108.2,100.9,-0.045,95,0.6896
2011,1173,101.9,95.1,0.053,96,0.688
2011,1438,102.9,96.1,0.02,97,0.687
2011,1416,105.0,98.3,0.007,98,0.6812
2011,1416,105.0,98.3,0.007,98,0.6812
2011,1416,105.0,98.3,0.007,98,0.6812
2011,1416,105.0,98.3,0.007,98,0.6812
2011,1180,97.4,91.2,0.066,99,0.6809
2011,1390,103.6,97.1,-0.044,100,0.6778
2011,1272,101.8,95.6,0.132,101,0.6732
2011,1116,105.2,99.0,0.003,102,0.6679
2011,1434,104.1,98.2,0.068,103,0.6601
2011,1241,107.2,101.3,0.009,104,0.659
2011,1241,107.2,101.3,0.009,104,0.659
2011,1241,107.2,101.3,0.009,104,0.659
2011,1241,107.2,101.3,0.009,104,0.659
2011,1339,110.0,104.0,0.06,105,0.656
2011,1285,99.7,94.4,0.018,106,0.6507
2011,1403,106.6,101.0,-0.041,107,0.6483
2011,1403,106.6,101.0,-0.041,107,0.6483
2011,1403,106.6,101.0,-0.041,107,0.6483
2011,1403,106.6,101.0,-0.041,107,0.6483
2011,1351,106.3,100.9,0.053,108,0.6461
2011,1232,100.9,96.1,0.052,109,0.6387
2011,1157,104.2,99.3,0.081,110,0.6344
2011,1157,104.2,99.3,0.081,110,0.6344
2011,1157,104.2,99.3,0.081,110,0.6344
2011,1157,104.2,99.3,0.081,110,0.6344
2011,1389,95.0,90.6,0.072,111,0.6332
2011,1102,105.2,100.4,0.018,112,0.6326
2011,1102,105.2,100.4,0.018,112,0.6326
2011,1102,105.2,100.4,0.018,112,0.6326
2011,1102,105.2,100.4,0.018,112,0.6326
2011,1190,102.0,97.4,0.039,113,0.6322
2011,1355,113.6,108.7,-0.084,114,0.6256
2011,1460,103.4,99.0,-0.014,115,0.6243
2011,1166,105.4,100.9,-0.045,116,0.6231
2011,1245,102.2,97.8,0.061,117,0.6225
2011,1254,107.8,103.3,0.051,118,0.6213
2011,1254,107.8,103.3,0.051,118,0.6213
2011,1254,107.8,103.3,0.051,118,0.6213
2011,1254,107.8,103.3,0.051,118,0.6213
2011,1187,105.1,100.7,0.036,119,0.6204
2011,1187,105.1,100.7,0.036,119,0.6204
2011,1187,105.1,100.7,0.036,119,0.6204
2011,1187,105.1,100.7,0.036,119,0.6204
2011,1138,103.8,99.4,-0.106,120,0.6203
2011,1294,104.7,100.4,0.018,121,0.6199
2011,1294,104.7,100.4,0.018,121,0.6199
2011,1294,104.7,100.4,0.018,121,0.6199
2011,1294,104.7,100.4,0.018,121,0.6199
2011,1348,102.4,98.2,0.064,122,0.6193
2011,1348,102.4,98.2,0.064,122,0.6193
2011,1348,102.4,98.2,0.064,122,0.6193
2011,1348,102.4,98.2,0.064,122,0.6193
2011,1308,103.6,99.3,-0.027,123,0.6179
2011,1113,103.4,99.2,-0.009,124,0.6165
2011,1280,105.2,101.0,0.072,125,0.6157
2011,1387,97.5,94.0,-0.124,126,0.6041
2011,1387,97.5,94.0,-0.124,126,0.6041
2011,1319,104.0,100.3,-0.056,127,0.6041
2011,1319,104.0,100.3,-0.056,127,0.6041
2011,1319,104.0,100.3,-0.056,127,0.6041
2011,1319,104.0,100.3,-0.056,127,0.6041
2011,1293,102.3,98.8,0.041,128,0.5976
2011,1320,107.2,103.6,0.022,129,0.5965
2011,1320,107.2,103.6,0.022,129,0.5965
2011,1320,107.2,103.6,0.022,129,0.5965
2011,1320,107.2,103.6,0.022,129,0.5965
2011,1376,99.4,96.1,0.01,130,0.5955
2011,1376,99.4,96.1,0.01,130,0.5955
2011,1376,99.4,96.1,0.01,130,0.5955
2011,1376,99.4,96.1,0.01,130,0.5955
2011,1378,102.2,98.9,-0.02,131,0.5934
2011,1378,102.2,98.9,-0.02,131,0.5934
2011,1378,102.2,98.9,-0.02,131,0.5934
2011,1378,102.2,98.9,-0.02,131,0.5934
2011,1331,109.1,105.6,-0.019,132,0.5928
2011,1331,109.1,105.6,-0.019,132,0.5928
2011,1331,109.1,105.6,-0.019,132,0.5928
2011,1331,109.1,105.6,-0.019,132,0.5928
2011,1103,102.0,98.8,0.033,133,0.5921
2011,1328,103.8,100.5,0.025,134,0.5919
2011,1225,104.7,101.5,0.029,135,0.5872
2011,1436,100.1,97.4,0.081,136,0.58
2011,1220,107.5,104.6,0.139,137,0.5782
2011,1122,100.7,98.0,-0.031,138,0.5771
2011,1122,100.7,98.0,-0.031,138,0.5771
2011,1122,100.7,98.0,-0.031,138,0.5771
2011,1122,100.7,98.0,-0.031,138,0.5771
2011,1178,105.5,102.7,-0.022,139,0.577
2011,1428,101.5,98.9,0.033,140,0.5717
2011,1421,99.7,97.4,-0.031,141,0.5675
2011,1237,110.1,107.6,0.015,142,0.5673
2011,1382,105.9,103.8,0.031,143,0.5578
2011,1374,102.9,101.0,-0.058,144,0.5549
2011,1374,102.9,101.0,-0.058,144,0.5549
2011,1374,102.9,101.0,-0.058,144,0.5549
2011,1374,102.9,101.0,-0.058,144,0.5549
2011,1260,103.3,101.4,-0.063,145,0.5528
2011,1260,103.3,101.4,-0.063,145,0.5528
2011,1260,103.3,101.4,-0.063,145,0.5528
2011,1260,103.3,101.4,-0.063,145,0.5528
2011,1454,102.7,100.9,0.128,146,0.5519
2011,1364,102.2,100.5,-0.023,147,0.548
2011,1364,102.2,100.5,-0.023,147,0.548
2011,1364,102.2,100.5,-0.023,147,0.548
2011,1364,102.2,100.5,-0.023,147,0.548
2011,1364,102.2,100.5,-0.023,147,0.548
2011,1364,102.2,100.5,-0.023,147,0.548
2011,1364,102.2,100.5,-0.023,147,0.548
2011,1364,102.2,100.5,-0.023,147,0.548
2011,1364,102.2,100.5,-0.023,147,0.548
2011,1362,100.4,98.8,0.077,148,0.5455
2011,1362,100.4,98.8,0.077,148,0.5455
2011,1362,100.4,98.8,0.077,148,0.5455
2011,1362,100.4,98.8,0.077,148,0.5455
2011,1349,103.9,102.3,-0.063,149,0.5443
2011,1365,103.6,102.1,0.032,150,0.5409
2011,1365,103.6,102.1,0.032,150,0.5409
2011,1365,103.6,102.1,0.032,150,0.5409
2011,1365,103.6,102.1,0.032,150,0.5409
2011,1352,101.2,100.1,0.014,151,0.5316
2011,1352,101.2,100.1,0.014,151,0.5316
2011,1352,101.2,100.1,0.014,151,0.5316
2011,1352,101.2,100.1,0.014,151,0.5316
2011,1334,103.3,102.1,-0.061,152,0.5315
2011,1305,103.0,101.9,-0.05,153,0.5314
2011,1202,102.5,101.5,0.067,154,0.5277
2011,1333,101.4,100.6,-0.044,155,0.5222
2011,1218,100.2,99.5,0.056,156,0.5221
2011,1325,104.9,104.5,-0.006,157,0.5114
2011,1148,98.7,98.4,-0.009,158,0.5083
2011,1453,101.7,101.4,0.01,159,0.5071
2011,1453,101.7,101.4,0.01,159,0.5071
2011,1453,101.7,101.4,0.01,159,0.5071
2011,1453,101.7,101.4,0.01,159,0.5071
2011,1252,104.7,104.4,0.0,160,0.5064
2011,1201,100.8,100.6,-0.033,161,0.5056
2011,1444,104.2,104.0,0.061,162,0.5039
2011,1444,104.2,104.0,0.061,162,0.5039
2011,1444,104.2,104.0,0.061,162,0.5039
2011,1444,104.2,104.0,0.061,162,0.5039
2011,1203,99.9,99.8,0.072,163,0.503
2011,1203,99.9,99.8,0.072,163,0.503
2011,1203,99.9,99.8,0.072,163,0.503
2011,1203,99.9,99.8,0.072,163,0.503
2011,1172,102.0,102.0,-0.028,164,0.5005
2011,1142,96.3,96.6,-0.001,165,0.4932
2011,1142,96.3,96.6,-0.001,165,0.4932
2011,1142,96.3,96.6,-0.001,165,0.4932
2011,1142,96.3,96.6,-0.001,165,0.4932
2011,1247,104.2,104.6,0.008,166,0.4884
2011,1247,104.2,104.6,0.008,166,0.4884
2011,1247,104.2,104.6,0.008,166,0.4884
2011,1247,104.2,104.6,0.008,166,0.4884
2011,1395,100.5,100.9,-0.076,167,0.4861
2011,1395,100.5,100.9,-0.076,167,0.4861
2011,1395,100.5,100.9,-0.076,167,0.4861
2011,1395,100.5,100.9,-0.076,167,0.4861
2011,1346,102.6,103.1,0.012,168,0.4859
2011,1451,102.4,103.0,0.012,169,0.4821
2011,1131,102.0,102.7,0.032,170,0.4819
2011,1131,102.0,102.7,0.032,170,0.4819
2011,1131,102.0,102.7,0.032,170,0.4819
2011,1131,102.0,102.7,0.032,170,0.4819
2011,1123,101.4,102.1,0.036,171,0.4798
2011,1358,101.6,102.4,-0.031,172,0.4759
2011,1295,102.4,103.5,-0.132,173,0.4695
2011,1145,101.8,102.9,-0.032,174,0.4693
2011,1317,107.2,108.5,0.044,175,0.4642
2011,1317,107.2,108.5,0.044,175,0.4642
2011,1317,107.2,108.5,0.044,175,0.4642
2011,1317,107.2,108.5,0.044,175,0.4642
2011,1239,96.4,97.8,0.042,176,0.461
2011,1363,103.2,104.8,0.071,177,0.4548
2011,1259,101.8,103.5,-0.024,178,0.4521
2011,1259,101.8,103.5,-0.024,178,0.4521
2011,1259,101.8,103.5,-0.024,178,0.4521
2011,1259,101.8,103.5,-0.024,178,0.4521
2011,1292,95.5,97.2,-0.071,179,0.4502
2011,1292,95.5,97.2,-0.071,179,0.4502
2011,1292,95.5,97.2,-0.071,179,0.4502
2011,1292,95.5,97.2,-0.071,179,0.4502
2011,1408,100.5,102.3,-0.126,180,0.4496
2011,1236,103.6,105.5,0.025,181,0.4495
2011,1236,103.6,105.5,0.025,181,0.4495
2011,1236,103.6,105.5,0.025,181,0.4495
2011,1236,103.6,105.5,0.025,181,0.4495
2011,1335,100.5,102.5,0.006,182,0.4439
2011,1110,102.0,104.1,0.129,183,0.441
2011,1194,100.1,102.6,0.127,184,0.4283
2011,1194,100.1,102.6,0.127,184,0.4283
2011,1194,100.1,102.6,0.127,184,0.4283
2011,1194,100.1,102.6,0.127,184,0.4283
2011,1441,97.0,99.4,0.042,185,0.4282
2011,1441,97.0,99.4,0.042,185,0.4282
2011,1441,97.0,99.4,0.042,185,0.4282
2011,1441,97.0,99.4,0.042,185,0.4282
2011,1275,102.8,105.6,0.121,186,0.4225
2011,1275,102.8,105.6,0.121,186,0.4225
2011,1275,102.8,105.6,0.121,186,0.4225
2011,1275,102.8,105.6,0.121,186,0.4225
2011,1318,107.4,110.5,0.023,187,0.4186
2011,1191,98.7,101.7,0.047,188,0.4166
2011,1165,103.2,106.3,-0.071,189,0.4158
2011,1463,97.3,100.3,0.032,190,0.4152
2011,1269,95.8,98.7,0.043,191,0.4144
2011,1270,103.7,106.9,0.104,192,0.4141
2011,1117,99.0,102.1,0.002,193,0.4121
2011,1386,103.6,106.9,0.014,194,0.4104
2011,1250,100.6,104.1,-0.03,195,0.4028
2011,1133,99.6,103.1,-0.034,196,0.4025
2011,1273,99.7,103.2,-0.001,197,0.4012
2011,1440,109.1,113.0,-0.017,198,0.4
2011,1174,98.1,101.6,0.058,199,0.3992
2011,1372,95.3,98.9,-0.039,200,0.3946
2011,1258,100.0,104.2,-0.1,201,0.3849
2011,1258,100.0,104.2,-0.1,201,0.3849
2011,1258,100.0,104.2,-0.1,201,0.3849
2011,1258,100.0,104.2,-0.1,201,0.3849
2011,1177,101.5,105.9,-0.045,202,0.3821
2011,1222,100.8,105.1,0.006,203,0.3817
2011,1399,99.7,104.0,0.067,204,0.3799
2011,1399,99.7,104.0,0.067,204,0.3799
2011,1399,99.7,104.0,0.067,204,0.3799
2011,1399,99.7,104.0,0.067,204,0.3799
2011,1176,96.8,101.4,-0.057,205,0.3706
2011,1263,103.1,107.9,-0.054,206,0.3704
2011,1383,96.5,101.1,-0.016,207,0.3703
2011,1150,99.1,103.8,-0.011,208,0.3687
2011,1461,97.9,102.6,-0.056,209,0.3681
2011,1114,99.5,104.4,0.044,210,0.3659
2011,1114,99.5,104.4,0.044,210,0.3659
2011,1114,99.5,104.4,0.044,210,0.3659
2011,1114,99.5,104.4,0.044,210,0.3659
2011,1169,98.7,103.7,0.001,211,0.3603
2011,1373,97.0,102.0,-0.005,212,0.3595
2011,1456,101.6,106.8,-0.056,213,0.3592
2011,1423,99.0,104.2,0.002,214,0.3561
2011,1423,99.0,104.2,0.002,214,0.3561
2011,1423,99.0,104.2,0.002,214,0.3561
2011,1423,99.0,104.2,0.002,214,0.3561
2011,1111,102.5,107.9,0.044,215,0.3558
2011,1149,101.2,106.7,-0.061,216,0.3519
2011,1149,101.2,106.7,-0.061,216,0.3519
2011,1149,101.2,106.7,-0.061,216,0.3519
2011,1149,101.2,106.7,-0.061,216,0.3519
2011,1120,95.3,100.5,0.001,217,0.3518
2011,1414,100.7,106.3,-0.049,218,0.3501
2011,1414,100.7,106.3,-0.049,218,0.3501
2011,1414,100.7,106.3,-0.049,218,0.3501
2011,1414,100.7,106.3,-0.049,218,0.3501
2011,1179,98.5,104.1,-0.01,219,0.3484
2011,1162,98.6,104.2,0.038,220,0.347
2011,1248,100.6,106.3,-0.03,221,0.3456
2011,1392,92.8,98.1,-0.025,222,0.3454
2011,1392,92.8,98.1,-0.025,222,0.3454
2011,1392,92.8,98.1,-0.025,222,0.3454
2011,1392,92.8,98.1,-0.025,222,0.3454
2011,1427,100.1,106.0,0.05,223,0.3415
2011,1427,100.1,106.0,0.05,223,0.3415
2011,1427,100.1,106.0,0.05,223,0.3415
2011,1427,100.1,106.0,0.05,223,0.3415
2011,1427,100.1,106.0,0.05,223,0.3415
2011,1427,100.1,106.0,0.05,223,0.3415
2011,1427,100.1,106.0,0.05,223,0.3415
2011,1427,100.1,106.0,0.05,223,0.3415
2011,1427,100.1,106.0,0.05,223,0.3415
2011,1221,100.0,106.1,-0.15,224,0.3356
2011,1221,100.0,106.1,-0.15,224,0.3356
2011,1221,100.0,106.1,-0.15,224,0.3356
2011,1221,100.0,106.1,-0.15,224,0.3356
2011,1443,98.4,104.5,0.018,225,0.3354
2011,1443,98.4,104.5,0.018,225,0.3354
2011,1443,98.4,104.5,0.018,225,0.3354
2011,1443,98.4,104.5,0.018,225,0.3354
2011,1418,97.6,103.6,0.03,226,0.3347
2011,1457,94.3,100.1,-0.04,227,0.334
2011,1337,102.2,108.5,0.006,228,0.3324
2011,1214,91.9,97.8,0.025,229,0.3304
2011,1209,92.4,98.3,-0.031,230,0.3281
2011,1261,93.1,99.1,-0.055,231,0.3277
2011,1261,93.1,99.1,-0.055,231,0.3277
2011,1311,95.7,101.9,-0.051,232,0.3268
2011,1249,98.6,105.5,-0.126,233,0.315
2011,1398,100.0,107.2,0.022,234,0.3119
2011,1184,100.8,108.0,-0.027,235,0.3095
2011,1184,100.8,108.0,-0.027,235,0.3095
2011,1184,100.8,108.0,-0.027,235,0.3095
2011,1184,100.8,108.0,-0.027,235,0.3095
2011,1356,94.3,101.3,0.034,236,0.3073
2011,1356,94.3,101.3,0.034,236,0.3073
2011,1356,94.3,101.3,0.034,236,0.3073
2011,1356,94.3,101.3,0.034,236,0.3073
2011,1251,96.0,103.0,0.086,237,0.3072
2011,1316,96.8,103.9,0.087,238,0.3071
2011,1316,96.8,103.9,0.087,238,0.3071
2011,1316,96.8,103.9,0.087,238,0.3071
2011,1316,96.8,103.9,0.087,238,0.3071
2011,1189,102.6,110.2,-0.014,239,0.3047
2011,1447,97.5,105.0,0.027,240,0.3
2011,1413,101.2,108.9,-0.095,241,0.2999
2011,1413,101.2,108.9,-0.095,241,0.2999
2011,1413,101.2,108.9,-0.095,241,0.2999
2011,1413,101.2,108.9,-0.095,241,0.2999
2011,1107,99.6,107.3,0.025,242,0.2979
2011,1402,99.3,107.1,0.036,243,0.2963
2011,1135,100.6,108.6,-0.029,244,0.2932
2011,1229,94.1,101.7,-0.008,245,0.2915
2011,1132,95.7,104.0,0.017,246,0.2783
2011,1132,95.7,104.0,0.017,246,0.2783
2011,1132,95.7,104.0,0.017,246,0.2783
2011,1132,95.7,104.0,0.017,246,0.2783
2011,1426,95.3,103.7,-0.072,247,0.2745
2011,1426,95.3,103.7,-0.072,247,0.2745
2011,1426,95.3,103.7,-0.072,247,0.2745
2011,1426,95.3,103.7,-0.072,247,0.2745
2011,1381,98.6,107.6,-0.014,248,0.2693
2011,1381,98.6,107.6,-0.014,248,0.2693
2011,1381,98.6,107.6,-0.014,248,0.2693
2011,1381,98.6,107.6,-0.014,248,0.2693
2011,1288,92.6,101.1,0.054,249,0.2688
2011,1256,91.9,100.3,-0.006,250,0.2687
2011,1256,91.9,100.3,-0.006,250,0.2687
2011,1256,91.9,100.3,-0.006,250,0.2687
2011,1256,91.9,100.3,-0.006,250,0.2687
2011,1430,98.6,107.6,0.031,251,0.2672
2011,1430,98.6,107.6,0.031,251,0.2672
2011,1430,98.6,107.6,0.031,251,0.2672
2011,1430,98.6,107.6,0.031,251,0.2672
2011,1448,97.8,106.7,0.009,252,0.2668
2011,1448,97.8,106.7,0.009,252,0.2668
2011,1448,97.8,106.7,0.009,252,0.2668
2011,1448,97.8,106.7,0.009,252,0.2668
2011,1164,98.1,107.2,0.022,253,0.2646
2011,1464,98.1,107.3,-0.024,254,0.2623
2011,1286,97.7,107.1,0.006,255,0.2571
2011,1368,96.4,105.9,0.067,256,0.2533
2011,1368,96.4,105.9,0.067,256,0.2533
2011,1368,96.4,105.9,0.067,256,0.2533
2011,1368,96.4,105.9,0.067,256,0.2533
2011,1322,99.0,108.8,0.1,257,0.2521
2011,1168,102.1,112.2,0.018,258,0.2518
2011,1186,97.1,106.8,-0.032,259,0.2512
2011,1186,97.1,106.8,-0.032,259,0.2512
2011,1186,97.1,106.8,-0.032,259,0.2512
2011,1186,97.1,106.8,-0.032,259,0.2512
2011,1227,93.8,103.3,-0.041,260,0.2478
2011,1144,94.9,104.7,-0.06,261,0.2444
2011,1342,98.1,108.4,0.046,262,0.2421
2011,1370,91.2,101.1,0.046,263,0.2345
2011,1357,97.2,107.9,-0.013,264,0.2312
2011,1357,97.2,107.9,-0.013,264,0.2312
2011,1357,97.2,107.9,-0.013,264,0.2312
2011,1357,97.2,107.9,-0.013,264,0.2312
2011,1340,101.6,113.0,0.065,265,0.2278
2011,1406,104.1,115.9,-0.07,266,0.2258
2011,1291,91.6,102.0,-0.02,267,0.2241
2011,1415,95.6,106.5,0.068,268,0.224
2011,1415,95.6,106.5,0.068,268,0.224
2011,1415,95.6,106.5,0.068,268,0.224
2011,1415,95.6,106.5,0.068,268,0.224
2011,1205,92.5,103.1,-0.016,269,0.2236
2011,1205,92.5,103.1,-0.016,269,0.2236
2011,1205,92.5,103.1,-0.016,269,0.2236
2011,1205,92.5,103.1,-0.016,269,0.2236
2011,1298,90.8,101.4,-0.038,270,0.2197
2011,1282,98.9,110.8,0.114,271,0.2129
2011,1282,98.9,110.8,0.114,271,0.2129
2011,1282,98.9,110.8,0.114,271,0.2129
2011,1282,98.9,110.8,0.114,271,0.2129
2011,1407,94.8,106.3,-0.037,272,0.2105
2011,1296,95.8,107.6,-0.029,273,0.2073
2011,1296,95.8,107.6,-0.029,273,0.2073
2011,1296,95.8,107.6,-0.029,273,0.2073
2011,1296,95.8,107.6,-0.029,273,0.2073
2011,1240,95.2,107.1,-0.078,274,0.2045
2011,1422,97.6,109.9,-0.031,275,0.204
2011,1422,97.6,109.9,-0.031,275,0.204
2011,1422,97.6,109.9,-0.031,275,0.204
2011,1422,97.6,109.9,-0.031,275,0.204
2011,1238,93.0,104.8,0.011,276,0.2036
2011,1195,92.2,103.8,-0.001,277,0.2035
2011,1195,92.2,103.8,-0.001,277,0.2035
2011,1195,92.2,103.8,-0.001,277,0.2035
2011,1195,92.2,103.8,-0.001,277,0.2035
2011,1366,88.1,99.3,0.042,278,0.2035
2011,1151,95.6,107.8,0.134,279,0.2011
2011,1154,98.6,111.3,-0.055,280,0.1985
2011,1154,98.6,111.3,-0.055,280,0.1985
2011,1154,98.6,111.3,-0.055,280,0.1985
2011,1154,98.6,111.3,-0.055,280,0.1985
2011,1384,97.2,110.0,-0.016,281,0.1955
2011,1384,97.2,110.0,-0.016,281,0.1955
2011,1384,97.2,110.0,-0.016,281,0.1955
2011,1384,97.2,110.0,-0.016,281,0.1955
2011,1126,97.9,110.9,0.159,282,0.1925
2011,1284,91.9,104.1,-0.029,283,0.1919
2011,1185,87.7,99.3,-0.109,284,0.1917
2011,1185,87.7,99.3,-0.109,284,0.1917
